가바, 69, 179
하자, 49, 161
다타, 81, 167
다차, 62, 184
자라, 76, 144
라사, 63, 173
마자, 72, 150
타사, 80, 192
아가, 60, 152
마마, 50, 187
자바, 51, 190
가라, 80, 180
바사, 86, 177
사파, 42, 194
사아, 52, 191
차타, 46, 178
가나, 72, 149
다마, 91, 198
바타, 63, 181
다타, 71, 172
파가, 72, 150
차라, 76, 160
마타, 53, 185
타타, 85, 185
차가, 69, 168
라하, 93, 189
차라, 48, 150
바나, 76, 163
타타, 85, 143
사파, 63, 179
다다, 60, 193
차하, 71, 158
카카, 78, 187
하바, 76, 175
카다, 44, 142
카하, 74, 152
가타, 66, 153
다아, 89, 161
아다, 45, 142
라하, 52, 179
자자, 92, 152
하마, 88, 197
나바, 49, 155
가마, 44, 193
자나, 82, 164
마라, 71, 158
아타, 88, 196
다파, 47, 172
하나, 76, 166
바바, 72, 195
아바, 62, 168
자라, 64, 157
카바, 59, 182
카아, 80, 198
바라, 59, 199
가하, 92, 150
자타, 72, 180
파아, 76, 155
차파, 70, 190
파마, 66, 176
가나, 70, 185
카자, 85, 192
카사, 75, 153
카자, 94, 166
카라, 70, 178
다마, 72, 179
바자, 65, 183
바아, 87, 164
자가, 81, 187
나차, 54, 188
바자, 68, 165
가차, 82, 152
가바, 77, 184
카나, 75, 188
타차, 84, 190
다사, 70, 154
차가, 88, 185
나자, 82, 165
가사, 80, 171
라마, 96, 150
타자, 51, 149
자자, 78, 190
바아, 99, 162
라나, 58, 177
가타, 96, 170
파자, 91, 145
다마, 85, 193
나바, 58, 174
라라, 91, 184
가나, 74, 183
하하, 86, 171
가다, 43, 184
나나, 71, 143
다사, 67, 187
자파, 85, 167
바아, 97, 169
마하, 84, 185
카아, 65, 187
나하, 61, 189
다자, 88, 190
차가, 50, 197
아카, 66, 196
마타, 78, 168
라사, 71, 175
차가, 89, 179
차차, 82, 140
마카, 42, 169
하가, 96, 183
사바, 71, 169
타차, 59, 154
하다, 45, 172
타다, 97, 192
사가, 40, 171
파자, 89, 184
사자, 41, 154
사가, 52, 190
카나, 74, 190
다나, 48, 144
타사, 61, 184
타자, 50, 198
나다, 96, 143
바자, 52, 141
바타, 79, 153
라차, 82, 190
바라, 80, 161
가파, 74, 181
사차, 74, 162
자가, 81, 191
파아, 65, 174
카카, 58, 156
가파, 42, 198
사하, 60, 150
마가, 62, 177
아파, 92, 164
라타, 56, 150
바라, 77, 146
다사, 68, 160
마가, 75, 162
다다, 63, 162
하바, 48, 149
마타, 93, 167
다아, 81, 151
아마, 79, 197
카사, 64, 166
바나, 91, 169
자차, 62, 146
자마, 78, 181
가바, 86, 182
바파, 42, 152
파아, 71, 180
파카, 70, 196
자다, 99, 185
다나, 43, 193
하가, 66, 180
카가, 82, 167
라사, 46, 140
자타, 53, 148
라마, 67, 187
바차, 45, 159
타차, 65, 157
바마, 68, 145
타타, 53, 158
카나, 44, 188
차나, 72, 149
마다, 80, 157
바파, 90, 168
다타, 53, 171
나바, 67, 152
자파, 51, 156
가타, 46, 159
카아, 52, 154
타라, 64, 145
카사, 97, 196
바아, 69, 161
카사, 62, 185
자파, 91, 189
마바, 75, 161
마타, 68, 186
마차, 91, 162
나자, 85, 148
카파, 60, 198
카바, 43, 152
파가, 52, 157
가바, 90, 148
차하, 66, 163
마자, 88, 146
자하, 92, 198
다마, 62, 165
카차, 92, 182
아파, 43, 148
하바, 52, 190
바마, 96, 187
자다, 79, 146
카차, 55, 157
사타, 77, 151
나바, 64, 188
사나, 81, 193
바파, 49, 140
사마, 94, 145
마가, 46, 198
타자, 84, 152
나자, 43, 164
나차, 89, 141
마아, 78, 191
나아, 91, 192
나파, 58, 180
바가, 83, 167
라라, 80, 163
파카, 57, 192
파라, 56, 196
타가, 49, 185
자바, 66, 190
나사, 73, 188
카아, 42, 179
바라, 56, 142
마카, 94, 180
나마, 91, 182
파나, 62, 195
파카, 61, 153
파아, 53, 170
나사, 43, 178
나자, 84, 191
아바, 70, 195
하사, 55, 171
타카, 61, 155
다파, 56, 167
카자, 88, 171
파마, 95, 180
바다, 98, 157
타나, 95, 180
라타, 61, 168
차카, 61, 144
차타, 98, 143
마사, 65, 198
사바, 53, 186
라자, 98, 172
카타, 42, 140
라가, 54, 192
차마, 51, 152
가자, 62, 165
라차, 57, 196
나사, 49, 141
가가, 83, 170
자나, 44, 166
차카, 58, 163
바카, 81, 169
아사, 67, 190
하타, 91, 150
라라, 90, 189
타마, 46, 175
가파, 58, 165
자카, 81, 199
아자, 96, 177
나하, 94, 188
차카, 43, 194
라사, 56, 152
가하, 94, 171
아가, 56, 189
바파, 80, 153
하가, 73, 199
타나, 93, 179
차바, 56, 189
다다, 64, 166
라파, 74, 189
자사, 98, 146
라하, 50, 196
자아, 51, 164
자파, 71, 185
자타, 55, 181
타가, 68, 192
아자, 49, 166
타나, 54, 175
자타, 93, 188
바가, 58, 163
라파, 89, 176
자타, 61, 152
다나, 81, 154
다마, 79, 154
다가, 79, 143
가하, 71, 189
사카, 74, 173
파파, 40, 189
타다, 98, 169
아카, 95, 167
카파, 87, 153
차아, 79, 198
하아, 66, 169
사아, 59, 180
사가, 58, 199
마사, 68, 186
나카, 93, 166
다마, 84, 150
파라, 81, 192
타바, 87, 145
라카, 94, 159
파마, 58, 147
바가, 80, 147
다카, 89, 144
아파, 57, 196
카차, 72, 168
자라, 66, 189
아타, 75, 188
파차, 54, 196
하바, 79, 155
카바, 91, 186
파나, 77, 151
차사, 91, 186
라카, 81, 151
타나, 59, 177
나가, 76, 162
카하, 92, 160
하자, 67, 181
다파, 73, 196
자타, 50, 168
차마, 87, 163
아아, 93, 140
타라, 79, 150
하나, 64, 195
사가, 72, 190
다다, 82, 189
파자, 75, 183
가사, 64, 188
마파, 45, 165
하타, 89, 166
아파, 52, 154
자파, 59, 175
자타, 71, 195
사라, 89, 147
카가, 83, 176
카라, 44, 196
사하, 76, 159
차파, 73, 168
하마, 46, 177
다파, 92, 154
마바, 89, 186
아자, 90, 143
파바, 71, 162
하사, 92, 193
다나, 43, 142
타다, 58, 142
자아, 45, 152
나바, 90, 197
나바, 58, 153
카나, 45, 177
가나, 74, 187
라사, 59, 156
하라, 80, 186
타하, 74, 153
카하, 41, 187
마나, 58, 187
라나, 81, 178
자바, 55, 159
다하, 45, 185
자카, 68, 172
다타, 58, 155
아가, 91, 196
사가, 90, 140
카파, 41, 147
타자, 63, 155
아아, 86, 184
차라, 41, 140
타라, 64, 140
다아, 98, 146
가다, 53, 141
마라, 89, 150
하라, 77, 183
하마, 93, 199
차나, 48, 183
파하, 99, 163
하파, 68, 158
가다, 58, 148
바하, 54, 177
자나, 71, 149
나가, 46, 171
가다, 70, 159
차차, 87, 167
파자, 81, 174
하바, 43, 182
아차, 58, 189
파자, 43, 166
라하, 45, 195
차하, 73, 165
가나, 51, 192
가타, 82, 175
자다, 47, 194
하타, 98, 148
자가, 74, 171
차마, 95, 154
파자, 76, 182
다파, 61, 197
아바, 67, 167
아나, 80, 140
라자, 52, 194
나차, 48, 190
바다, 58, 145
카파, 79, 157
가아, 43, 165
다하, 44, 176
다사, 96, 143
자카, 66, 161
파타, 67, 188
아바, 92, 144
자사, 96, 154
아파, 74, 189
타아, 95, 153
가나, 89, 143
사다, 91, 186
다다, 47, 197
다나, 49, 162
나마, 92, 172
타다, 53, 161
하나, 53, 154
나라, 72, 164
사타, 66, 193
라하, 85, 181
다사, 95, 176
자타, 64, 142
아사, 99, 157
자사, 77, 163
아마, 91, 189
차타, 53, 181
아타, 69, 195
나아, 97, 148
바하, 83, 178
카바, 98, 144
바자, 94, 174
타파, 72, 179
나나, 40, 199
타타, 42, 188
타마, 92, 191
하다, 66, 176
아카, 75, 165
파다, 89, 154
파하, 91, 140
마파, 55, 142
다파, 53, 165
다바, 64, 175
가마, 57, 178
하카, 53, 178
하바, 78, 198
파하, 58, 155
카차, 82, 191
바아, 57, 167
파타, 95, 140
차하, 49, 165
마아, 75, 158
하나, 64, 158
바카, 41, 142
타마, 43, 195
카자, 65, 152
타카, 55, 199
차가, 82, 156
파라, 49, 151
파가, 71, 146
카가, 88, 155
사마, 83, 169
가자, 56, 177
다사, 74, 169
타타, 43, 140
아라, 80, 171
타마, 92, 184
나차, 47, 141
나가, 86, 181
자타, 88, 183
타차, 60, 160
타아, 81, 152
차타, 63, 165
카타, 42, 142
자차, 89, 159
차하, 77, 177
다타, 47, 149
아차, 40, 148
차아, 75, 184
사카, 89, 184
라카, 64, 149
마카, 87, 172
차파, 65, 160
자하, 78, 172
마가, 73, 143
바차, 74, 175
마차, 65, 199
아파, 85, 173
다차, 95, 184
차라, 69, 153
하가, 44, 165
다아, 89, 188
카하, 70, 149
차바, 57, 198
바자, 57, 186
마카, 55, 189
자다, 81, 198
다자, 58, 179
파카, 57, 191
나바, 89, 150
라자, 77, 145
자타, 97, 150
카바, 80, 162
마가, 84, 146
카나, 77, 157
마차, 71, 191
마하, 77, 180
하사, 97, 143
자다, 92, 173
파파, 55, 193
타마, 93, 175
차타, 59, 152
가다, 81, 148
하마, 54, 179
가타, 50, 174
하마, 82, 142
다타, 46, 140
아타, 66, 161
라차, 68, 146
타마, 91, 164
가하, 85, 192
아카, 58, 159
마마, 62, 188
가파, 66, 148
카바, 49, 181
아사, 77, 166
하차, 46, 149
바카, 86, 181
라파, 44, 161
다가, 51, 177
파하, 63, 169
다하, 87, 194
바가, 50, 186
사하, 82, 163
자하, 79, 184
아차, 82, 188
다나, 95, 156
마나, 82, 172
차사, 71, 189
파아, 72, 147
카나, 63, 175
차파, 91, 146
파바, 47, 168
차아, 74, 184
가타, 54, 184
다하, 71, 169
다마, 60, 160
카라, 59, 185
하사, 70, 169
카자, 79, 199
타하, 60, 177
파하, 73, 198
라타, 90, 156
바차, 75, 169
사카, 69, 195
다사, 61, 184
아차, 96, 180
카마, 92, 196
다가, 42, 199
라파, 82, 197
타다, 62, 146
타자, 56, 165
타차, 73, 156
라자, 87, 155
라마, 92, 183
차아, 79, 167
마파, 71, 159
아카, 76, 150
카라, 57, 140
차카, 79, 168
파나, 45, 188
다자, 54, 154
다아, 56, 185
나사, 45, 169
다타, 68, 147
마아, 56, 172
가파, 88, 177
파파, 73, 148
아바, 97, 186
마차, 76, 143
자차, 71, 183
나사, 65, 193
마파, 84, 164
아하, 48, 165
파카, 98, 144
파카, 88, 188
하마, 96, 189
나차, 51, 187
마아, 74, 190
하바, 52, 199
차타, 57, 164
타파, 66, 177
사카, 86, 166
카마, 61, 188
파나, 61, 147
차가, 53, 148
파아, 51, 158
다자, 84, 196
파마, 56, 141
다마, 78, 195
바사, 92, 175
자파, 77, 170
타자, 49, 154
자자, 55, 152
자파, 42, 167
타가, 97, 185
아타, 89, 182
아사, 55, 197
라가, 50, 154
나사, 77, 145
다가, 61, 176
나라, 83, 164
다마, 93, 155
하다, 78, 145
가마, 56, 199
나나, 64, 160
라다, 83, 192
자가, 67, 169
파바, 71, 189
카다, 80, 147
차카, 67, 180
나나, 76, 177
아사, 67, 157
나타, 99, 164
하자, 40, 175
파파, 49, 152
마사, 76, 171
사마, 41, 158
카아, 62, 190
카파, 60, 163
자자, 64, 150
가하, 74, 146
카파, 90, 146
바바, 48, 172
사바, 64, 178
라나, 60, 178
다카, 68, 169
마라, 46, 167
바타, 69, 198
하마, 49, 146
가차, 48, 186
카차, 45, 141
마나, 87, 197
자카, 95, 197
카바, 85, 174
차아, 72, 160
하카, 92, 163
카라, 74, 159
카카, 87, 152
가마, 41, 183
파하, 59, 153
나파, 97, 161
바자, 50, 146
마가, 99, 184
가사, 81, 143
다바, 80, 178
나파, 89, 156
하마, 81, 188
카나, 76, 164
라사, 60, 189
파카, 62, 173
아자, 48, 167
아아, 85, 199
가바, 63, 170
차바, 69, 143
차카, 53, 185
하차, 71, 145
가하, 65, 198
차타, 60, 161
